Pair.Name	Ligand	Receptor	Source	Databases	Evidence	PMIDs
NTS_NTSR2	NTS	NTSR2	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9851594,11723247,11801734,16087676
NTS_SORT1	NTS	SORT1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9756851,16087676
NXPH1_NRXN1	NXPH1	NRXN1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9856994,8699246,9856994
NXPH1_NRXN2	NXPH1	NRXN2	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9856994
NXPH1_NRXN3	NXPH1	NRXN3	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9856994
NXPH2_NRXN1	NXPH2	NRXN1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8699246
NXPH3_NRXN1	NXPH3	NRXN1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9856994
NXPH3_NRXN2	NXPH3	NRXN2	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9856994
NXPH3_NRXN3	NXPH3	NRXN3	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9856994
OBP2A_OR1G1	OBP2A	OR1G1	novel	HPRD,HPMR.Receptor	literature supported	12379593
OLAH_MOG	OLAH	MOG	novel	STRING.binding,	putative	
OLFM2_ROBO2	OLFM2	ROBO2	novel	HPRD,HPMR.Receptor	literature supported	16169070
OMG_LINGO1	OMG	LINGO1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	14966521
OMG_NGFR	OMG	NGFR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
OMG_RTN4R	OMG	RTN4R	novel		literature supported	12068310
OMG_RTN4RL1	OMG	RTN4RL1	novel	HPRD,HPMR.Ligand	literature supported	12068310
OMG_TNFRSF1B	OMG	TNFRSF1B	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	14966521
ORM1_CCR5	ORM1	CCR5	novel	HPRD,HPMR.Receptor	literature supported	11336643
OSM_IL6ST	OSM	IL6ST	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10854424,8999038,8999038,16051226
OSM_LIFR	OSM	LIFR	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10854424,1542794,1536831,16051226
OSM_OSMR	OSM	OSMR	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8999038,10997905,8999038
OSTN_NPR3	OSTN	NPR3	known	IUPHAR,HPMR.Receptor	literature supported	17951249
OXT_AVPR1A	OXT	AVPR1A	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	8106369,9884074,9334232,9322919,9459574,9264324,10519430,12660315
OXT_AVPR1B	OXT	AVPR1B	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9884074,9322919,9459574,9264324,16158071
OXT_AVPR2	OXT	AVPR2	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9884074,9322919,9459574,9264324,7774575,12660315
OXT_OXTR	OXT	OXTR	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	1313946,10519430,7774575,12660315,16158071,7475979,8955347,10698266
P4HB_GPR162	P4HB	GPR162	novel	STRING.binding,HPMR.Ligand	putative	
PAPLN_PVRL4	PAPLN	PVRL4	novel	STRING.binding,HPMR.Receptor	putative	
PAPLN_SIRPA	PAPLN	SIRPA	novel	STRING.binding,	putative	
PCSK9_VLDLR	PCSK9	VLDLR	novel		literature supported	17452316
PDAP1_PDGFRB	PDAP1	PDGFRB	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11331882
PDGFA_PDGFRA	PDGFA	PDGFRA	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15207811,2544881
PDGFA_PDGFRB	PDGFA	PDGFRB	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFB_ART1	PDGFB	ART1	novel	HPRD,HPMR.Ligand	literature supported	11498506
PDGFB_ITGAV	PDGFB	ITGAV	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFB_LRP1	PDGFB	LRP1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11854294
PDGFB_PDGFRA	PDGFB	PDGFRA	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15207811,2544881
PDGFB_PDGFRB	PDGFB	PDGFRB	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	2850496,11903042
PDGFB_S1PR1	PDGFB	S1PR1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFC_FLT1	PDGFC	FLT1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFC_FLT4	PDGFC	FLT4	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	
PDGFC_KDR	PDGFC	KDR	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	
PDGFC_PDGFRA	PDGFC	PDGFRA	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10806482,11297552,10806482,11342471
PDGFC_PDGFRB	PDGFC	PDGFRB	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFD_PDGFRA	PDGFD	PDGFRA	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PDGFD_PDGFRB	PDGFD	PDGFRB	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15207811,14514732
PDYN_OPRD1	PDYN	OPRD1	known	IUPHAR,STRING.binding,HPMR.Ligand	literature supported	9686407
PDYN_OPRK1	PDYN	OPRK1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8170987,7869844,7624359,9686407,9262330,1967312
PDYN_OPRM1	PDYN	OPRM1	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9686407
PENK_MRGPRX1	PENK	MRGPRX1	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15163697,11850634,23396314
PENK_OGFR	PENK	OGFR	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	16820893
PENK_OPRD1	PENK	OPRD1	known	IUPHAR,STRING.binding,HPMR.Ligand	literature supported	9686407
PENK_OPRK1	PENK	OPRK1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PENK_OPRM1	PENK	OPRM1	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9686407
PF4_CXCR3	PF4	CXCR3	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12782716
PF4_FGFR2	PF4	FGFR2	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9558385
PF4_LDLR	PF4	LDLR	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11986215
PF4_PROCR	PF4	PROCR	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9395524
PF4_SDC2	PF4	SDC2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7524669
PF4_THBD	PF4	THBD	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9395524
PGF_FLT1	PGF	FLT1	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9452434,14684734
PGF_NRP1	PGF	NRP1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11986311
PGF_NRP2	PGF	NRP2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10748121
PI3_PLD2	PI3	PLD2	novel	STRING.binding,	putative	
PIGF_FLT1	PIGF	FLT1	novel		literature supported	7929268
PIP_CD4	PIP	CD4	novel	HPRD,	literature supported	10820003
PIP_NPTN	PIP	NPTN	novel	STRING.binding,	putative	
PKM_CD44	PKM	CD44	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLA2G10_PLA2R1	PLA2G10	PLA2R1	novel	HPRD,HPMR.Receptor	literature supported	11019817,10922494
PLAT_ITGAM	PLAT	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAT_ITGB2	PLAT	ITGB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAT_LRP1	PLAT	LRP1	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11560943,10632583,1502153
PLAU_IGF2R	PLAU	IGF2R	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9566979
PLAU_ITGA3	PLAU	ITGA3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGA5	PLAU	ITGA5	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGAM	PLAU	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGAV	PLAU	ITGAV	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGB1	PLAU	ITGB1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGB2	PLAU	ITGB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_ITGB5	PLAU	ITGB5	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_LRP1	PLAU	LRP1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	11560943
PLAU_LRP2	PLAU	LRP2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8344937
PLAU_MRC2	PLAU	MRC2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLAU_PLAUR	PLAU	PLAUR	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	16456079,3031025,11501527,3023326
PLAU_ST14	PLAU	ST14	novel	HPRD,HPMR.Ligand	literature supported	10962009
PLAU_VLDLR	PLAU	VLDLR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLG_F2R	PLG	F2R	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10978167
PLG_F2RL1	PLG	F2RL1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12604689,10978167,9020112
PLG_F3	PLG	F3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9490681
PLG_FLT1	PLG	FLT1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLG_ITGA9	PLG	ITGA9	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	15247268
PLG_ITGAM	PLG	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLG_ITGB1	PLG	ITGB1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	15247268
PLG_ITGB2	PLG	ITGB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLG_PLAUR	PLG	PLAUR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PLG_PLGRKT	PLG	PLGRKT	novel		literature supported	19897580
PLTP_ABCA1	PLTP	ABCA1	novel	HPRD,STRING.binding,	literature supported	14559902
PMCH_MCHR1	PMCH	MCHR1	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10421368,10421367,11375253,11478907,11839762
PMCH_MCHR2	PMCH	MCHR2	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10471841,11404457,11416225,11404457,11274220,11478907,11839762
PNOC_OPRL1	PNOC	OPRL1	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7481766,12967935,8849681,10369464,12070757,22827708,10692489,11097863
PODXL2_SELL	PODXL2	SELL	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12889478
PODXL_SELL	PODXL	SELL	novel	HPRD,HPMR.Receptor	literature supported	9625756
POMC_MC1R	POMC	MC1R	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	1516719,10942578,7774675,12007532,10942578,11041375
POMC_MC2R	POMC	MC2R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9058374,12213892
POMC_MC3R	POMC	MC3R	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	7774675,10358030,10493100
POMC_MC4R	POMC	MC4R	known	IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8884876,10493100,11101306,12165561
POMC_MC5R	POMC	MC5R	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11785979,7774675,12007532,11606131,8185570
POMC_OPRD1	POMC	OPRD1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand	literature supported	15464143,9686407
POMC_OPRK1	POMC	OPRK1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8624732,9686407,7624359
POMC_OPRM1	POMC	OPRM1	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15464143
PON2_HTR2A	PON2	HTR2A	novel	HPRD,HPMR.Receptor	literature supported	16537434
PPBP_CXCR1	PPBP	CXCR1	known	HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8137938,8195702,1427896
PPBP_CXCR2	PPBP	CXCR2	known	DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8702798,8195702
PPBP_DARC	PPBP	DARC	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
PPY_NPY1R	PPY	NPY1R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PPY_NPY2R	PPY	NPY2R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PPY_NPY4R	PPY	NPY4R	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8643460,7493937,16807358,7592911,7493937
PPY_NPY5R	PPY	NPY5R	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8824284
PRLH_PRLHR	PRLH	PRLHR	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11030716,12606605,9607765,11030716,10475064
PRL_PRLR	PRL	PRLR	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	2558309,11356126,9626554,10966654,7984244
PRND_RPSA	PRND	RPSA	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15246873
PROC_ITGAM	PROC	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PROC_ITGB2	PROC	ITGB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PROC_PROCR	PROC	PROCR	known	HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7929370,11099506,10681521
PROC_THBD	PROC	THBD	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11106601,12588872
PROK1_PROKR1	PROK1	PROKR1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11886876,12054613,15772293
PROK1_PROKR2	PROK1	PROKR2	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11886876,12054613,15772293
PROK2_PROKR1	PROK2	PROKR1	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12054613,15772293
PROK2_PROKR2	PROK2	PROKR2	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12024206,12054613,15772293
PROS1_AXL	PROS1	AXL	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	7867073
PROS1_TYRO3	PROS1	TYRO3	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7867073,8641360
PRSS23_TMEM222	PRSS23	TMEM222	novel	HPRD,	literature supported	16169070
PSAP_CD1B	PSAP	CD1B	novel	HPRD,HPMR.Ligand	literature supported	14716313
PSAP_CELSR1	PSAP	CELSR1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16169070
PSAP_GPR37	PSAP	GPR37	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	23690594
PSAP_GPR37L1	PSAP	GPR37L1	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	23690594
PSAP_LRP1	PSAP	LRP1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9707421
PSAP_SORT1	PSAP	SORT1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PSEN1_CD44	PSEN1	CD44	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PSEN1_NCSTN	PSEN1	NCSTN	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10993067,12603837
PSEN1_NOTCH1	PSEN1	NOTCH1	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10077672,10206645,12374741
PSEN1_NOTCH2	PSEN1	NOTCH2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11518718
PSEN1_NOTCH3	PSEN1	NOTCH3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11518718
PSEN1_NOTCH4	PSEN1	NOTCH4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11518718
PSPN_GFRA1	PSPN	GFRA1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	20350599
PSPN_GFRA4	PSPN	GFRA4	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11116144
PSPN_RET	PSPN	RET	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	11116144
PSPN_SDC3	PSPN	SDC3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
PTDSS1_JMJD6	PTDSS1	JMJD6	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10811223
PTDSS1_SCARB1	PTDSS1	SCARB1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	8999945
PTGS2_CAV1	PTGS2	CAV1	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand	literature supported	11432874
PTGS2_PTGDR2	PTGS2	PTGDR2	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	11208866
PTH2_PTH1R	PTH2	PTH1R	known	IUPHAR,HPMR.Receptor	literature supported	11159842,10854439
PTH2_PTH2R	PTH2	PTH2R	known	HPMR,IUPHAR,HPRD,HPMR.Receptor	literature supported	11861531,10854439,11602681
PTHLH_PRLHR	PTHLH	PRLHR	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	
PTHLH_PTH1R	PTHLH	PTH1R	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	2558877,8702701,9108031
PTHLH_PTH2R	PTHLH	PTH2R	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8702701
PTH_PTH1R	PTH	PTH1R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12947048,9108031
PTH_PTH2R	PTH	PTH2R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	7797535,9482662
PTMA_VIPR1	PTMA	VIPR1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8886855
PTN_ALK	PTN	ALK	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11278720
PTN_CDH10	PTN	CDH10	novel	HPRD,HPMR.Ligand	literature supported	16169070
PTN_PLXNB2	PTN	PLXNB2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16169070
PTN_PTPRB	PTN	PTPRB	known	DLRP,HPMR.Ligand	literature supported	22839765
PTN_PTPRS	PTN	PTPRS	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16169070
PTN_PTPRZ1	PTN	PTPRZ1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10706604,16814777
PTN_SDC1	PTN	SDC1	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7592855
PTN_SDC3	PTN	SDC3	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8175719
PYY_FAP	PYY	FAP	novel		literature supported	21314817
PYY_NPY1R	PYY	NPY1R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9549761,12665544
PYY_NPY2R	PYY	NPY2R	known	IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8632753,7592910,11408607
PYY_NPY4R	PYY	NPY4R	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	7592911,7493937
PYY_NPY5R	PYY	NPY5R	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11825645,12665544
QDPR_DYSF	QDPR	DYSF	novel	STRING.binding,	putative	
QRFP_P2RY14	QRFP	P2RY14	known	HPMR,HPMR.Receptor	literature supported	12714592
QRFP_QRFPR	QRFP	QRFPR	known	HPMR,IUPHAR,STRING.binding,HPMR.Receptor	literature supported	12714592,16500002,23396314,12714592
RAET1E_KLRK1	RAET1E	KLRK1	novel	HPRD,STRING.binding,HPMR.Receptor	literature supported	12732206,14508119
RARRES2_CCRL2	RARRES2	CCRL2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	18794339
RARRES2_CMKLR1	RARRES2	CMKLR1	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14675762,18165312,14530373,14701797,23396314
RARRES2_GPR1	RARRES2	GPR1	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	18165312,23396314
RBP3_NOTCH1	RBP3	NOTCH1	novel	HPRD,HPMR.Receptor	literature supported	11511084
RBP4_STRA6	RBP4	STRA6	novel	STRING.binding,HPMR.Receptor	literature supported	23959802
RELN_ITGA3	RELN	ITGA3	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10939329
RELN_ITGB1	RELN	ITGB1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10939329
RELN_LRP8	RELN	LRP8	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12899622,10571240,12899622,12670700,12167620
RELN_VLDLR	RELN	VLDLR	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10571240,10571241
REN_ASIC3	REN	ASIC3	novel	STRING.binding,HPMR.Ligand	putative	
REN_ATP6AP2	REN	ATP6AP2	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12045255
RGMA_BMPR1B	RGMA	BMPR1B	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
RGMA_BMPR2	RGMA	BMPR2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
RGMA_HFE2	RGMA	HFE2	novel	STRING.binding,HPMR.Ligand	putative	
RGMA_NEO1	RGMA	NEO1	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15258590
RGMB_BMPR1B	RGMB	BMPR1B	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
RGMB_BMPR2	RGMB	BMPR2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
RGMB_HFE2	RGMB	HFE2	novel	STRING.binding,HPMR.Ligand	putative	
RGMB_NEO1	RGMB	NEO1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	19944164
RIMS1_CACNA1C	RIMS1	CACNA1C	novel	HPRD,	literature supported	11438519
RIMS1_SLC17A7	RIMS1	SLC17A7	novel	STRING.binding,	putative	
RIMS1_SLC18A2	RIMS1	SLC18A2	novel	STRING.binding,	putative	
RIMS1_SLC18A3	RIMS1	SLC18A3	novel	STRING.binding,	putative	
RIMS2_ABCA1	RIMS2	ABCA1	novel	HPRD,	literature supported	16192289
RLN1_RXFP1	RLN1	RXFP1	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11809971,16411781
RLN1_RXFP2	RLN1	RXFP2	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	11809971,16411781
RLN2_RXFP1	RLN2	RXFP1	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11809971,12506116,15649866
RLN2_RXFP2	RLN2	RXFP2	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11809971,15649866,12506116,15649866
RLN3_RXFP1	RLN3	RXFP1	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12506116,15649866,14522968
RLN3_RXFP2	RLN3	RXFP2	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	16411781
RLN3_RXFP3	RLN3	RXFP3	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	14522968,15367576,14522968
RLN3_RXFP4	RLN3	RXFP4	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	14522967
RNASE2_TLR2	RNASE2	TLR2	novel		literature supported	18195069
RPH3A_NRXN1	RPH3A	NRXN1	novel	HPRD,HPMR.Receptor	literature supported	8901523
RPS19_C5AR1	RPS19	C5AR1	known	IUPHAR,HPRD,HPMR.Receptor	literature supported	11107061,11733378
RSPO1_FZD8	RSPO1	FZD8	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
RSPO1_LGR4	RSPO1	LGR4	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21693646
RSPO1_LGR5	RSPO1	LGR5	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21693646
RSPO1_LGR6	RSPO1	LGR6	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21727895,21693646
RSPO1_LRP6	RSPO1	LRP6	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	18400942
RSPO1_ZNRF3	RSPO1	ZNRF3	novel		literature supported	24349440
RSPO2_LGR4	RSPO2	LGR4	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21693646
RSPO2_LGR5	RSPO2	LGR5	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21693646
RSPO2_LGR6	RSPO2	LGR6	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	21727895,21693646
RSPO3_FZD8	RSPO3	FZD8	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	16543246
